"p","a","b","x"
-0.54,0,0.1,0.17522251077457524
-0.54,-2,0,-1.6782329983125268
-0.54,-2,0,-0.3217670016874732
-0.54,-2,0,0
-0.54,2,0,0
-0.54,2,0,0.3217670016874732
-0.54,2,0,1.6782329983125268
-0.54,0,0,0
-0.53,-2,-0.1,-1.7265796425613846
-0.53,2,-0.1,-0.12550726754137503
-0.53,2,-0.1,0.48597059240734414
-0.53,2,-0.1,1.639536675134031
-0.53,0,-0.1,-0.17803239320829173
-0.53,-2,0.1,-1.639536675134031
-0.53,-2,0.1,-0.48597059240734414
-0.53,-2,0.1,0.12550726754137503
-0.53,2,0.1,1.7265796425613846
-0.53,0,0.1,0.17803239320829173
-0.53,-2,0,-1.6855654600401044
-0.53,-2,0,-0.3144345399598956
-0.53,-2,0,0
-0.53,2,0,0
-0.53,2,0,0.3144345399598956
-0.53,2,0,1.6855654600401044
-0.53,0,0,0
-0.52,-2,-0.1,-1.7332763492798922
-0.52,2,-0.1,-0.12667796908954923
-0.52,2,-0.1,0.47914162917506636
-0.52,2,-0.1,1.647536339914483
-0.52,0,-0.1,-0.1809195441013249
-0.52,-2,0.1,-1.647536339914483
-0.52,-2,0.1,-0.47914162917506636
-0.52,-2,0.1,0.12667796908954923
-0.52,2,0.1,1.7332763492798922
-0.52,0,0.1,0.1809195441013249
-0.52,-2,0,-1.692820323027551
-0.52,-2,0,-0.3071796769724491
-0.52,-2,0,0
-0.52,2,0,0
-0.52,2,0,0.3071796769724491
-0.52,2,0,1.692820323027551
-0.52,0,0,0
-0.51,-2,-0.1,-1.739914910622594
-0.51,2,-0.1,-0.12786444892849283
-0.51,2,-0.1,0.4724311144934647
-0.51,2,-0.1,1.655433334435028
-0.51,0,-0.1,-0.18388633949183053
-0.51,-2,0.1,-1.655433334435028
-0.51,-2,0.1,-0.4724311144934647
-0.51,-2,0.1,0.12786444892849283
-0.51,2,0.1,1.739914910622594
-0.51,0,0.1,0.18388633949183053
-0.51,-2,0,-1.7
-0.51,-2,0,-0.30000000000000004
-0.51,-2,0,0
-0.51,2,0,0
-0.51,2,0,0.30000000000000004
-0.51,2,0,1.7
-0.51,0,0,0
-0.5,-2,-0.1,-1.7464968028743342
-0.5,2,-0.1,-0.12906689068478167
-0.5,2,-0.1,0.46583534728967424
-0.5,2,-0.1,1.6632315433951075
-0.5,0,-0.1,-0.18693518779535268
-0.5,-2,0.1,-1.6632315433951075
-0.5,-2,0.1,-0.46583534728967424
-0.5,-2,0.1,0.12906689068478167
-0.5,2,0.1,1.7464968028743342
-0.5,0,0.1,0.18693518779535268
-0.5,-2,0,-1.7071067811865475
-0.5,-2,0,-0.2928932188134525
-0.5,-2,0,0
-0.5,2,0,0
-0.5,2,0,0.2928932188134525
-0.5,2,0,1.7071067811865475
-0.5,0,0,0
-0.49,-2,-0.1,-1.7530234410739007
-0.49,2,-0.1,-0.13028547675964136
-0.49,2,-0.1,0.4593508647553115
-0.49,2,-0.1,1.6709346120043298
-0.49,0,-0.1,-0.19006852302072166
-0.49,-2,0.1,-1.6709346120043298
-0.49,-2,0.1,-0.4593508647553115
-0.49,-2,0.1,0.13028547675964136
-0.49,2,0.1,1.7530234410739007
-0.49,0,0.1,0.19006852302072166
-0.49,-2,0,-1.7141428428542849
-0.49,-2,0,-0.285857157145715
-0.49,-2,0,0
-0.49,2,0,0
-0.49,2,0,0.285857157145715
-0.49,2,0,1.7141428428542849
-0.49,0,0,0
-0.48,-2,-0.1,-1.759496182508311
-0.48,2,-0.1,-0.13152038813090056
-0.48,2,-0.1,0.4529744219570221
-0.48,2,-0.1,1.6785459661738784
-0.48,0,-0.1,-0.19328879687638156
-0.48,-2,0.1,-1.6785459661738784
-0.48,-2,0.1,-0.4529744219570221
-0.48,-2,0.1,0.13152038813090056
-0.48,2,0.1,1.759496182508311
-0.48,0,0.1,0.19328879687638156
-0.48,-2,0,-1.721110255092798
-0.48,-2,0,-0.2788897449072021
-0.48,-2,0,0
-0.48,2,0,0
-0.48,2,0,0.2788897449072021
-0.48,2,0,1.721110255092798
-0.48,0,0,0
-0.47,-2,-0.1,-1.7659163299550786
-0.47,2,-0.1,-0.13277180414885947
-0.47,2,-0.1,0.4467029735791926
-0.47,2,-0.1,1.686068830569667
-0.47,0,-0.1,-0.19659846968133912
-0.47,-2,0.1,-1.686068830569667
-0.47,-2,0.1,-0.4467029735791926
-0.47,-2,0.1,0.13277180414885947
-0.47,2,0.1,1.7659163299550786
-0.47,0,0.1,0.19659846968133912
-0.47,-2,0,-1.7280109889280517
-0.47,-2,0,-0.2719890110719482
-0.47,-2,0,0
-0.47,2,0,0
-0.47,2,0,0.2719890110719482
-0.47,2,0,1.7280109889280517
-0.47,0,0,0
-0.45999999999999996,-2,-0.1,-1.7722851346943176
-0.45999999999999996,2,-0.1,-0.13403990232627583
-0.45999999999999996,2,-0.1,0.44053365752855567
-0.45999999999999996,2,-0.1,1.69350624479772
-0.45999999999999996,0,-0.1,-0.2
-0.45999999999999996,-2,0.1,-1.69350624479772
-0.45999999999999996,-2,0.1,-0.44053365752855567
-0.45999999999999996,-2,0.1,0.13403990232627583
-0.45999999999999996,2,0.1,1.7722851346943176
-0.45999999999999996,0,0.1,0.2
-0.45999999999999996,-2,0,-1.7348469228349535
-0.45999999999999996,-2,0,-0.26515307716504655
-0.45999999999999996,-2,0,0
-0.45999999999999996,2,0,0
-0.45999999999999996,2,0,0.26515307716504655
-0.45999999999999996,2,0,1.7348469228349535
-0.45999999999999996,0,0,0
-0.44999999999999996,-2,-0.1,-1.7786037993103339
-0.44999999999999996,2,-0.1,-0.1353248581227014
-0.44999999999999996,2,-0.1,0.4344637801699845
-0.44999999999999996,2,-0.1,1.700861077952717
-0.44999999999999996,0,-0.1,-0.20349583292849
-0.44999999999999996,-2,0.1,-1.700861077952717
-0.44999999999999996,-2,0.1,-0.4344637801699845
-0.44999999999999996,-2,0.1,0.1353248581227014
-0.44999999999999996,2,0.1,1.7786037993103339
-0.44999999999999996,0,0.1,0.20349583292849
-0.44999999999999996,-2,0,-1.7416198487095662
-0.44999999999999996,-2,0,-0.2583801512904337
-0.44999999999999996,-2,0,0
-0.44999999999999996,2,0,0
-0.44999999999999996,2,0,0.2583801512904337
-0.44999999999999996,2,0,1.7416198487095662
-0.44999999999999996,0,0,0
-0.43999999999999995,-2,-0.1,-1.7848734803004027
-0.43999999999999995,2,-0.1,-0.13662684472344003
-0.43999999999999995,2,-0.1,0.428490802995815
-0.43999999999999995,2,-0.1,1.708136041727625
-0.43999999999999995,0,-0.1,-0.2070883869722257
-0.43999999999999995,-2,0.1,-1.708136041727625
-0.43999999999999995,-2,0.1,-0.428490802995815
-0.43999999999999995,-2,0.1,0.13662684472344003
-0.43999999999999995,2,0.1,1.7848734803004027
-0.43999999999999995,0,0.1,0.2070883869722257
-0.43999999999999995,-2,0,-1.7483314773547884
-0.43999999999999995,-2,0,-0.25166852264521167
-0.43999999999999995,-2,0,0
-0.43999999999999995,2,0,0
-0.43999999999999995,2,0,0.25166852264521167
-0.43999999999999995,2,0,1.7483314773547884
-0.43999999999999995,0,0,0
-0.42999999999999994,-2,-0.1,-1.7910952905067
-0.42999999999999994,2,-0.1,-0.1379460328134303
-0.42999999999999994,2,-0.1,0.4226123305587539
-0.42999999999999994,2,-0.1,1.7153337022546764
-0.42999999999999994,0,-0.1,-0.21078003947107027
-0.42999999999999994,-2,0.1,-1.7153337022546764
-0.42999999999999994,-2,0.1,-0.4226123305587539
-0.42999999999999994,-2,0.1,0.1379460328134303
-0.42999999999999994,2,0.1,1.7910952905067
-0.42999999999999994,0,0.1,0.21078003947107027
-0.42999999999999994,-2,0,-1.7549834435270748
-0.42999999999999994,-2,0,-0.24501655647292503
-0.42999999999999994,-2,0,0
-0.42999999999999994,2,0,0
-0.42999999999999994,2,0,0.24501655647292503
-0.42999999999999994,2,0,1.7549834435270748
-0.42999999999999994,0,0,0
-0.41999999999999993,-2,-0.1,-1.7972703013858151
-0.41999999999999993,2,-0.1,-0.13928259034639504
-0.41999999999999993,2,-0.1,0.41682609952177596
-0.41999999999999993,2,-0.1,1.722456490824619
-0.41999999999999993,0,-0.1,-0.2145731105499179
-0.41999999999999993,-2,0.1,-1.722456490824619
-0.41999999999999993,-2,0.1,-0.41682609952177596
-0.41999999999999993,-2,0.1,0.13928259034639504
-0.41999999999999993,2,0.1,1.7972703013858151
-0.41999999999999993,0,0.1,0.2145731105499179
-0.41999999999999993,-2,0,-1.7615773105863908
-0.41999999999999993,-2,0,-0.2384226894136091
-0.41999999999999993,-2,0,0
-0.41999999999999993,2,0,0
-0.41999999999999993,2,0,0.2384226894136091
-0.41999999999999993,2,0,1.7615773105863908
-0.41999999999999993,0,0,0
-0.4099999999999999,-2,-0.1,-1.803399545128904
-0.4099999999999999,2,-0.1,-0.14063668230963478
-0.4099999999999999,2,-0.1,0.41112996869815044
-0.4099999999999999,2,-0.1,1.7295067136114843
-0.4099999999999999,0,-0.1,-0.21846984559945673
-0.4099999999999999,-2,0.1,-1.7295067136114843
-0.4099999999999999,-2,0.1,-0.41112996869815044
-0.4099999999999999,-2,0.1,0.14063668230963478
-0.4099999999999999,2,0.1,1.803399545128904
-0.4099999999999999,0,0.1,0.21846984559945673
-0.4099999999999999,-2,0,-1.768114574786861
-0.4099999999999999,-2,0,-0.23188542521313912
-0.4099999999999999,-2,0,0
-0.4099999999999999,2,0,0
-0.4099999999999999,2,0,0.23188542521313912
-0.4099999999999999,2,0,1.768114574786861
-0.4099999999999999,0,0,0
-0.3999999999999999,-2,-0.1,-1.8094840166443165
-0.3999999999999999,2,-0.1,-0.14200847048488086
-0.3999999999999999,2,-0.1,0.4055219099714924
-0.3999999999999999,2,-0.1,1.7364865605133883
-0.3999999999999999,0,-0.1,-0.22247239632448446
-0.3999999999999999,-2,0.1,-1.7364865605133883
-0.3999999999999999,-2,0.1,-0.4055219099714924
-0.3999999999999999,-2,0.1,0.14200847048488086
-0.3999999999999999,2,0.1,1.8094840166443165
-0.3999999999999999,0,0.1,0.22247239632448446
-0.3999999999999999,-2,0,-1.7745966692414834
-0.3999999999999999,-2,0,-0.22540333075851657
-0.3999999999999999,-2,0,0
-0.3999999999999999,2,0,0
-0.3999999999999999,2,0,0.22540333075851657
-0.3999999999999999,2,0,1.7745966692414834
-0.3999999999999999,0,0,0
-0.3899999999999999,-2,-0.1,-1.815524675413441
-0.3899999999999999,2,-0.1,-0.14339811320566043
-0.3899999999999999,2,-0.1,0.3999999999999999
-0.3899999999999999,2,-0.1,1.7433981132056604
-0.3899999999999999,0,-0.1,-0.22658280043562626
-0.3899999999999999,-2,0.1,-1.7433981132056604
-0.3899999999999999,-2,0.1,-0.3999999999999999
-0.3899999999999999,-2,0.1,0.14339811320566043
-0.3899999999999999,2,0.1,1.815524675413441
-0.3899999999999999,0,0.1,0.22658280043562626
-0.3899999999999999,-2,0,-1.7810249675906653
-0.3899999999999999,-2,0,-0.21897503240933447
-0.3899999999999999,-2,0,0
-0.3899999999999999,2,0,0
-0.3899999999999999,2,0,0.21897503240933447
-0.3899999999999999,2,0,1.7810249675906653
-0.3899999999999999,0,0,0
-0.3799999999999999,-2,-0.1,-1.8215224472295344
-0.3799999999999999,2,-0.1,-0.14480576511166415
-0.3799999999999999,2,-0.1,0.3945624126212352
-0.3799999999999999,2,-0.1,1.750243352490429
-0.3799999999999999,0,-0.1,-0.23080296010450024
-0.3799999999999999,-2,0.1,-1.750243352490429
-0.3799999999999999,-2,0.1,-0.3945624126212352
-0.3799999999999999,-2,0.1,0.14480576511166415
-0.3799999999999999,2,0.1,1.8215224472295344
-0.3799999999999999,0,0.1,0.23080296010450024
-0.3799999999999999,-2,0,-1.787400787401181
-0.3799999999999999,-2,0,-0.2125992125988188
-0.3799999999999999,-2,0,0
-0.3799999999999999,2,0,0
-0.3799999999999999,2,0,0.2125992125988188
-0.3799999999999999,2,0,1.787400787401181
-0.3799999999999999,0,0,0
-0.3699999999999999,-2,-0.1,-1.8274782258284232
-0.3699999999999999,2,-0.1,-0.14623157690064337
-0.3699999999999999,2,-0.1,0.38920741188426433
-0.3699999999999999,2,-0.1,1.7570241650163791
-0.3699999999999999,0,-0.1,-0.23513461935182647
-0.3699999999999999,-2,0.1,-1.7570241650163791
-0.3699999999999999,-2,0.1,-0.38920741188426433
-0.3699999999999999,-2,0.1,0.14623157690064337
-0.3699999999999999,2,0.1,1.8274782258284232
-0.3699999999999999,0,0.1,0.23513461935182647
-0.3699999999999999,-2,0,-1.7937253933193773
-0.3699999999999999,-2,0,-0.20627460668062275
-0.3699999999999999,-2,0,0
-0.3699999999999999,2,0,0
-0.3699999999999999,2,0,0.20627460668062275
-0.3699999999999999,2,0,1.7937253933193773
-0.3699999999999999,0,0,0
-0.3599999999999999,-2,-0.1,-1.8333928744191792
-0.3599999999999999,2,-0.1,-0.1476756950784005
-0.3599999999999999,2,-0.1,0.38393334564496484
-0.3599999999999999,2,-0.1,1.7637423494334357
-0.3599999999999999,0,-0.1,-0.2395793405918063
-0.3599999999999999,-2,0.1,-1.7637423494334357
-0.3599999999999999,-2,0.1,-0.38393334564496484
-0.3599999999999999,-2,0.1,0.1476756950784005
-0.3599999999999999,2,0.1,1.8333928744191792
-0.3599999999999999,0,0.1,0.2395793405918063
-0.3599999999999999,-2,0,-1.8000000000000003
-0.3599999999999999,-2,0,-0.19999999999999993
-0.3599999999999999,-2,0,0
-0.3599999999999999,2,0,0
-0.3599999999999999,2,0,0.19999999999999993
-0.3599999999999999,2,0,1.8000000000000003
-0.3599999999999999,0,0,0
-0.34999999999999987,-2,-0.1,-1.839267227122165
-0.34999999999999987,2,-0.1,-0.1491382617074722
-0.34999999999999987,2,-0.1,0.37873863966807164
-0.34999999999999987,2,-0.1,1.7703996220394007
-0.34999999999999987,0,-0.1,-0.24413848061298377
-0.34999999999999987,-2,0.1,-1.7703996220394007
-0.34999999999999987,-2,0.1,-0.37873863966807164
-0.34999999999999987,-2,0.1,0.1491382617074722
-0.34999999999999987,2,0.1,1.839267227122165
-0.34999999999999987,0,0.1,0.24413848061298377
-0.34999999999999987,-2,0,-1.806225774829855
-0.34999999999999987,-2,0,-0.19377422517014495
-0.34999999999999987,-2,0,0
-0.34999999999999987,2,0,0
-0.34999999999999987,2,0,0.19377422517014495
-0.34999999999999987,2,0,1.806225774829855
-0.34999999999999987,0,0,0
-0.33999999999999986,-2,-0.1,-1.845102090321204
-0.33999999999999986,2,-0.1,-0.15061941415513924
-0.33999999999999986,2,-0.1,0.37362179218624636
-0.33999999999999986,2,-0.1,1.776997621968893
-0.33999999999999986,0,-0.1,-0.24881316633389577
-0.33999999999999986,-2,0.1,-1.776997621968893
-0.33999999999999986,-2,0.1,-0.37362179218624636
-0.33999999999999986,-2,0.1,0.15061941415513924
-0.33999999999999986,2,0.1,1.845102090321204
-0.33999999999999986,0,0.1,0.24881316633389577
-0.33999999999999986,-2,0,-1.8124038404635963
-0.33999999999999986,-2,0,-0.18759615953640388
-0.33999999999999986,-2,0,0
-0.33999999999999986,2,0,0
-0.33999999999999986,2,0,0.18759615953640388
-0.33999999999999986,2,0,1.8124038404635963
-0.33999999999999986,0,0,0
-0.33000000000000007,-2,-0.1,-1.8508982439360624
-0.33000000000000007,2,-0.1,-0.15211928484142911
-0.33000000000000007,2,-0.1,0.36858136887228254
-0.33000000000000007,2,-0.1,1.7835379159691467
-0.33000000000000007,0,-0.1,-0.2536042707287773
-0.33000000000000007,-2,0.1,-1.7835379159691467
-0.33000000000000007,-2,0.1,-0.36858136887228254
-0.33000000000000007,-2,0.1,0.15211928484142911
-0.33000000000000007,2,0.1,1.8508982439360624
-0.33000000000000007,0,0.1,0.2536042707287773
-0.33000000000000007,-2,0,-1.818535277187245
-0.33000000000000007,-2,0,-0.18146472281275505
-0.33000000000000007,-2,0,0
-0.33000000000000007,2,0,0
-0.33000000000000007,2,0,0.18146472281275505
-0.33000000000000007,2,0,1.818535277187245
-0.33000000000000007,0,0,0
-0.32000000000000006,-2,-0.1,-1.8566564426209013
-0.32000000000000006,2,-0.1,-0.15363800098780944
-0.32000000000000006,2,-0.1,0.3636159981856258
-0.32000000000000006,2,-0.1,1.7900220028021838
-0.32000000000000006,0,-0.1,-0.25851238937158144
-0.32000000000000006,-2,0.1,-1.7900220028021838
-0.32000000000000006,-2,0.1,-0.3636159981856258
-0.32000000000000006,-2,0.1,0.15363800098780944
-0.32000000000000006,2,0.1,1.8566564426209013
-0.32000000000000006,0,0.1,0.25851238937158144
-0.32000000000000006,-2,0,-1.824621125123532
-0.32000000000000006,-2,0,-0.17537887487646792
-0.32000000000000006,-2,0,0
-0.32000000000000006,2,0,0
-0.32000000000000006,2,0,0.17537887487646792
-0.32000000000000006,2,0,1.824621125123532
-0.32000000000000006,0,0,0
-0.31000000000000005,-2,-0.1,-1.862377416893894
-0.31000000000000005,2,-0.1,-0.15517568436729795
-0.31000000000000005,2,-0.1,0.3587243670588117
-0.31000000000000005,2,-0.1,1.7964513173084864
-0.31000000000000005,0,-0.1,-0.26353781809236965
-0.31000000000000005,-2,0.1,-1.7964513173084864
-0.31000000000000005,-2,0.1,-0.3587243670588117
-0.31000000000000005,-2,0.1,0.15517568436729795
-0.31000000000000005,2,0.1,1.862377416893894
-0.31000000000000005,0,0.1,0.26353781809236965
-0.31000000000000005,-2,0,-1.8306623862918074
-0.31000000000000005,-2,0,-0.16933761370819256
-0.31000000000000005,-2,0,0
-0.31000000000000005,2,0,0
-0.31000000000000005,2,0,0.16933761370819256
-0.31000000000000005,2,0,1.8306623862918074
-0.31000000000000005,0,0,0
-0.30000000000000004,-2,-0.1,-1.8680618742027808
-0.30000000000000004,2,-0.1,-0.1567324510567424
-0.30000000000000004,2,-0.1,0.35390521689328464
-0.30000000000000004,2,-0.1,1.8028272341634577
-0.30000000000000004,0,-0.1,-0.2686805322752549
-0.30000000000000004,-2,0.1,-1.8028272341634577
-0.30000000000000004,-2,0.1,-0.35390521689328464
-0.30000000000000004,-2,0.1,0.1567324510567424
-0.30000000000000004,2,0.1,1.8680618742027808
-0.30000000000000004,0,0.1,0.2686805322752549
-0.30000000000000004,-2,0,-1.8366600265340756
-0.30000000000000004,-2,0,-0.1633399734659245
-0.30000000000000004,-2,0,0
-0.30000000000000004,2,0,0
-0.30000000000000004,2,0,0.1633399734659245
-0.30000000000000004,2,0,1.8366600265340756
-0.30000000000000004,0,0,0
-0.29000000000000004,-2,-0.1,-1.8737104999307408
-0.29000000000000004,2,-0.1,-0.1583084111920452
-0.29000000000000004,2,-0.1,0.3491573398374479
-0.29000000000000004,2,-0.1,1.8091510713545973
-0.29000000000000004,0,-0.1,-0.2739401683479872
-0.29000000000000004,-2,0.1,-1.8091510713545973
-0.29000000000000004,-2,0.1,-0.3491573398374479
-0.29000000000000004,-2,0.1,0.1583084111920452
-0.29000000000000004,2,0.1,1.8737104999307408
-0.29000000000000004,0,0.1,0.2739401683479872
-0.29000000000000004,-2,0,-1.842614977317636
-0.29000000000000004,-2,0,-0.15738502268236415
-0.29000000000000004,-2,0,0
-0.29000000000000004,2,0,0
-0.29000000000000004,2,0,0.15738502268236415
-0.29000000000000004,2,0,1.842614977317636
-0.29000000000000004,0,0,0
-0.28,-2,-0.1,-1.879323958346616
-0.28,2,-0.1,-0.1599036687271297
-0.28,2,-0.1,0.34447957532276763
-0.28,2,-0.1,1.8154240934043622
-0.28,0,-0.1,-0.27931600801664264
-0.28,-2,0.1,-1.8154240934043622
-0.28,-2,0.1,-0.34447957532276763
-0.28,-2,0.1,0.1599036687271297
-0.28,2,0.1,1.879323958346616
-0.28,0,0.1,0.27931600801664264
-0.28,-2,0,-1.8485281374238571
-0.28,-2,0,-0.15147186257614298
-0.28,-2,0,0
-0.28,2,0,0
-0.28,2,0,0.15147186257614298
-0.28,2,0,1.8485281374238571
-0.28,0,0,0
-0.27,-2,-0.1,-1.8849028935032017
-0.27,2,-0.1,-0.1615183211974603
-0.27,2,-0.1,0.33987080683636656
-0.27,2,-0.1,1.8216475143610937
-0.27,0,-0.1,-0.2848069657818735
-0.27,-2,0.1,-1.8216475143610937
-0.27,-2,0.1,-0.33987080683636656
-0.27,-2,0.1,0.1615183211974603
-0.27,2,0.1,1.8849028935032017
-0.27,0,0.1,0.2848069657818735
-0.27,-2,0,-1.8544003745317532
-0.27,-2,0,-0.1455996254682469
-0.27,-2,0,0
-0.27,2,0,0
-0.27,2,0,0.1455996254682469
-0.27,2,0,1.8544003745317532
-0.27,0,0,0
-0.26,-2,-0.1,-1.8904479300870314
-0.26,2,-0.1,-0.16315245948894147
-0.26,2,-0.1,0.3353299589108467
-0.26,2,-0.1,1.8278225005780948
-0.26,0,-0.1,-0.2904115802337843
-0.26,-2,0.1,-1.8278225005780948
-0.26,-2,0.1,-0.3353299589108467
-0.26,-2,0.1,0.16315245948894147
-0.26,2,0.1,1.8904479300870314
-0.26,0,0.1,0.2904115802337843
-0.26,-2,0,-1.8602325267042628
-0.26,-2,0,-0.1397674732957373
-0.26,-2,0,0
-0.26,2,0,0
-0.26,2,0,0.1397674732957373
-0.26,2,0,1.8602325267042628
-0.26,0,0,0
-0.25,-2,-0.1,-1.895959674222813
-0.25,2,-0.1,-0.16480616761303035
-0.25,2,-0.1,0.33085599431411417
-0.25,2,-0.1,1.8339501732989163
-0.25,0,-0.1,-0.2961280095598249
-0.25,-2,0.1,-1.8339501732989163
-0.25,-2,0.1,-0.33085599431411417
-0.25,-2,0.1,0.16480616761303035
-0.25,2,0.1,1.895959674222813
-0.25,0,0.1,0.2961280095598249
-0.25,-2,0,-1.8660254037844388
-0.25,-2,0,-0.13397459621556135
-0.25,-2,0,0
-0.25,2,0,0
-0.25,2,0,0.13397459621556135
-0.25,2,0,1.8660254037844388
-0.25,0,0,0
-0.24,-2,-0.1,-1.901438714235446
-0.24,2,-0.1,-0.16647952248889997
-0.24,2,-0.1,0.3264479114237738
-0.24,2,-0.1,1.8400316110651262
-0.24,0,-0.1,-0.301954031614595
-0.24,-2,0.1,-1.8400316110651262
-0.24,-2,0.1,-0.3264479114237738
-0.24,-2,0.1,0.16647952248889997
-0.24,2,0.1,1.901438714235446
-0.24,0,0.1,0.301954031614595
-0.24,-2,0,-1.8717797887081349
-0.24,-2,0,-0.12822021129186528
-0.24,-2,0,0
-0.24,2,0,0
-0.24,2,0,0.12822021129186528
-0.24,2,0,1.8717797887081349
-0.24,0,0,0
-0.22999999999999998,-2,-0.1,-1.906885621372311
-0.22999999999999998,2,-0.1,-0.16817259373349217
-0.22999999999999998,2,-0.1,0.32210474177225423
-0.22999999999999998,2,-0.1,1.8460678519612381
-0.22999999999999998,0,-0.1,-0.30788704879413636
-0.22999999999999998,-2,0.1,-1.8460678519612381
-0.22999999999999998,-2,0.1,-0.32210474177225423
-0.22999999999999998,-2,0.1,0.16817259373349217
-0.22999999999999998,2,0.1,1.906885621372311
-0.22999999999999998,0,0.1,0.30788704879413636
-0.22999999999999998,-2,0,-1.8774964387392123
-0.22999999999999998,-2,0,-0.12250356126078779
-0.22999999999999998,-2,0,0
-0.22999999999999998,2,0,0
-0.22999999999999998,2,0,0.12250356126078779
-0.22999999999999998,2,0,1.8774964387392123
-0.22999999999999998,0,0,0
-0.21999999999999997,-2,-0.1,-1.912300950488341
-0.21999999999999997,2,-0.1,-0.16988544346029125
-0.21999999999999997,2,-0.1,0.3178255477502288
-0.21999999999999997,2,-0.1,1.8520598957100622
-0.21999999999999997,0,-0.1,-0.31392409783369235
-0.21999999999999997,-2,0.1,-1.8520598957100622
-0.21999999999999997,-2,0.1,-0.3178255477502288
-0.21999999999999997,-2,0.1,0.16988544346029125
-0.21999999999999997,2,0.1,1.912300950488341
-0.21999999999999997,0,0.1,0.31392409783369235
-0.21999999999999997,-2,0,-1.8831760866327847
-0.21999999999999997,-2,0,-0.11682391336721529
-0.21999999999999997,-2,0,0
-0.21999999999999997,2,0,0
-0.21999999999999997,2,0,0.11682391336721529
-0.21999999999999997,2,0,1.8831760866327847
-0.21999999999999997,0,0,0
-0.20999999999999996,-2,-0.1,-1.917685240696186
-0.20999999999999996,2,-0.1,-0.17161812608764154
-0.20999999999999996,2,-0.1,0.31360942045714923
-0.20999999999999996,2,-0.1,1.8580087056304921
-0.20999999999999996,0,-0.1,-0.32006186451205354
-0.20999999999999996,-2,0.1,-1.8580087056304921
-0.20999999999999996,-2,0.1,-0.31360942045714923
-0.20999999999999996,-2,0.1,0.17161812608764154
-0.20999999999999996,2,0.1,1.917685240696186
-0.20999999999999996,0,0.1,0.32006186451205354
-0.20999999999999996,-2,0,-1.888819441731559
-0.20999999999999996,-2,0,-0.11118055826844109
-0.20999999999999996,-2,0,0
-0.20999999999999996,2,0,0
-0.20999999999999996,2,0,0.11118055826844109
-0.20999999999999996,2,0,1.888819441731559
-0.20999999999999996,0,0,0
-0.19999999999999996,-2,-0.1,-1.923039015983619
-0.19999999999999996,2,-0.1,-0.17337068815741527
-0.19999999999999996,2,-0.1,0.30945547768881326
-0.19999999999999996,2,-0.1,1.863915210468602
-0.19999999999999996,0,-0.1,-0.326296703103666
-0.19999999999999996,-2,0.1,-1.863915210468602
-0.19999999999999996,-2,0.1,-0.30945547768881326
-0.19999999999999996,-2,0.1,0.17337068815741527
-0.19999999999999996,2,0.1,1.923039015983619
-0.19999999999999996,0,0.1,0.326296703103666
-0.19999999999999996,-2,0,-1.894427190999916
-0.19999999999999996,-2,0,-0.10557280900008409
-0.19999999999999996,-2,0,0
-0.19999999999999996,2,0,0
-0.19999999999999996,2,0,0.10557280900008409
-0.19999999999999996,2,0,1.894427190999916
-0.19999999999999996,0,0,0
-0.18999999999999995,-2,-0.1,-1.928362785800184
-0.18999999999999995,2,-0.1,-0.17514316816481612
-0.18999999999999995,2,-0.1,0.3053628620528739
-0.18999999999999995,2,-0.1,1.8697803061119425
-0.18999999999999995,0,-0.1,-0.3326246602786312
-0.18999999999999995,-2,0.1,-1.8697803061119425
-0.18999999999999995,-2,0.1,-0.3053628620528739
-0.18999999999999995,-2,0.1,0.17514316816481612
-0.18999999999999995,2,0.1,1.928362785800184
-0.18999999999999995,0,0.1,0.3326246602786312
-0.18999999999999995,-2,0,-1.9
-0.18999999999999995,-2,0,-0.09999999999999998
-0.18999999999999995,-2,0,0
-0.18999999999999995,2,0,0
-0.18999999999999995,2,0,0.09999999999999998
-0.18999999999999995,2,0,1.9
-0.18999999999999995,0,0,0
-0.17999999999999994,-2,-0.1,-1.9336570456149254
-0.17999999999999994,2,-0.1,-0.17693559640008005
-0.17999999999999994,2,-0.1,0.30133073920406633
-0.17999999999999994,2,-0.1,1.8756048571960138
-0.17999999999999994,0,-0.1,-0.33904150301783
-0.17999999999999994,-2,0.1,-1.8756048571960138
-0.17999999999999994,-2,0.1,-0.30133073920406633
-0.17999999999999994,-2,0.1,0.17693559640008005
-0.17999999999999994,2,0.1,1.9336570456149254
-0.17999999999999994,0,0.1,0.33904150301783
-0.17999999999999994,-2,0,-1.9055385138137417
-0.17999999999999994,-2,0,-0.0944614861862583
-0.17999999999999994,-2,0,0
-0.17999999999999994,2,0,0
-0.17999999999999994,2,0,0.0944614861862583
-0.17999999999999994,2,0,1.9055385138137417
-0.17999999999999994,0,0,0
-0.16999999999999993,-2,-0.1,-1.9389222774469348
-0.16999999999999993,2,-0.1,-0.1787479948028002
-0.16999999999999993,2,-0.1,0.29735829619170606
-0.16999999999999993,2,-0.1,1.8813896986110943
-0.16999999999999993,0,-0.1,-0.34554274999259915
-0.16999999999999993,-2,0.1,-1.8813896986110943
-0.16999999999999993,-2,0.1,-0.29735829619170606
-0.16999999999999993,-2,0.1,0.1787479948028002
-0.16999999999999993,2,0.1,1.9389222774469348
-0.16999999999999993,0,0.1,0.34554274999259915
